C00003633 | Acokanthera ouabaio
C00026010 | Tabernaemontana chartacea
C00026010 | Tabernaemontana crassa Benth.
C00026010 | Tabernaemontana dichotoma Roxb.ex Wall
C00026010 | Tabernaemontana holstii
C00026010 | Tabernaemontana johnstonii (Stapf)Pichon
C00026010 | Tabernaemontana pachysiphon Stapf.
C00026013 | Tabernaemontana echinata Vell.
C00026013 | Tabernaemontana siphilitica Leeuwenberg
C00026032 | Tabernaemontana calcarea Pichon
C00026032 | Tabernaemontana coffeoides Boj.
C00026041 | Tabernaemontana coffeoides Boj.
C00026041 | Tabernaemontana dichotoma Roxb.ex Wall
C00026041 | Tabernaemontana minutiflora Pichon
C00026054 | Tabernaemontana coffeoides Boj.
C00026054 | Tabernaemontana elegans Stapf.
C00026055 | Tabernaemontana coffeoides Boj.
C00026055 | Tabernaemontana coronaria Br.(Ervatamia coronaria.)
C00026055 | Tabernaemontana divaricata (L.)R.Br.
C00026055 | Tabernaemontana orientalis R.Br.
C00026055 | Tabernaemontana pandacaqui Poir.
C00026055 | Tabernaemontana sessilifolia Bak.
C00026055 | Tabernaemontana sphaerocarpa BI.
C00026059 | Tabernaemontana coffeoides Boj.
C00026060 | Tabernaemontana siphilitica Leeuwenberg
C00026061 | Tabernaemontana siphilitica Leeuwenberg
C00026073 | Tabernaemontana amblyocarpa Urb.
C00026073 | Tabernaemontana citrifolia L.
C00026073 | Tabernaemontana coffeoides Boj.
C00026073 | Tabernaemontana dichotoma Roxb.ex Wall
C00026074 | Tabernaemontana psorocarpa (Pierre ex Stapf)Pichon
C00026077 | Tabernaemontana coffeoides Boj.
C00026078 | Tabernaemontana accedens Mull.Arg.
C00026078 | Tabernaemontana echinata Vell.
C00026079 | Tabernaemontana brachyantha Stapf.
C00026081 | Tabernaemontana chippii Pichon
C00027665 | Tabernaemontana glandulosa
C00029058 | Tabernaemontana heyneana
C00029225 | Tabernaemontana divaricata
C00031110 | Tabernaemontana heyneana
C00036264 | Tabernaemontana heyneana
C00038057 | Tabernaemontana bovina
C00039490 | Tabernaemontana corymbosa
C00039491 | Tabernaemontana corymbosa
C00039492 | Tabernaemontana corymbosa
C00039493 | Tabernaemontana corymbosa
C00039494 | Tabernaemontana corymbosa
C00039495 | Tabernaemontana corymbosa
C00039496 | Tabernaemontana corymbosa
C00041063 | Tabernaemontana bovina
C00041130 | Tabernaemontana bovina
C00041666 | Tabernaemontana bovina
C00042073 | Tabernaemontana bovina
C00042134 | Tabernaemontana bovina
C00042577 | Tabernaemontana bovina
C00042833 | Tabernaemontana bovina
C00044426 | Tabernaemontana calcarea
C00045162 | Tabernaemontana corymbosa
C00045163 | Tabernaemontana corymbosa
C00045329 | Tabernaemontana corymbosa
C00047582 | Tabernaemontana elegans
C00047583 | Tabernaemontana elegans
C00047584 | Tabernaemontana elegans
C00048441 | Tabernaemontana corymbosa
C00048442 | Tabernaemontana corymbosa
C00048443 | Tabernaemontana corymbosa
C00001709 | Tabernanthe iboga
C00001741 | Tabernanthe iboga
C00001742 | Tabernanthe iboga
C00001772 | Tabernanthe iboga
C00024480 | Tabernanthe pubescens
C00024618 | Tabernanthe pubescens
C00025895 | Tabernanthe iboga Baill.
C00025895 | Tabernanthe subsessilis
C00003610 | Thevetia neriifolia
C00003632 | Thevetia neriifolia
C00003632 | Thevetia peruviana
C00003632 | Thevetia thevetioides
C00003639 | Thevetia neriifolia
C00003672 | Thevetia peruviana
C00003737 | Thevetia peruviana
C00003738 | Thevetia peruviana
C00003740 | Thevetia peruviana
C00003749 | Thevetia peruviana
C00003750 | Thevetia neriifolia
C00003819 | Thevetia peruviana
C00004565 | Thevetia peruviana
C00004636 | Thevetia neriifolia
C00005157 | Thevetia neriifolia
C00005157 | Thevetia peruviana
C00005165 | Thevetia neriifolia
C00005374 | Thevetia peruviana
C00005397 | Thevetia peruviana
C00005590 | Thevetia neriifolia
C00005876 | Thevetia peruviana
C00005900 | Thevetia peruviana
C00005901 | Thevetia peruviana
C00005972 | Thevetia peruviana
C00010719 | Thevetia neriifolia
C00010719 | Thevetia peruviana
C00010720 | Thevetia neriifolia
C00010720 | Thevetia peruviana
C00013850 | Thevetia neriifolia
C00013850 | Thevetia peruviana
C00014350 | Thevetia neriifolia
C00014350 | Thevetia peruviana
C00014351 | Thevetia neriifolia
C00014351 | Thevetia peruviana
C00051442 | Thevetia neriifolia
C00000599 | Trachelospermum asiaticum
C00000600 | Trachelospermum asiaticum
C00000600 | Trachelospermum asiaticum var. intermedium
C00000600 | Trachelospermum axillare
C00000606 | Trachelospermum asiaticum var. intermedium
C00000606 | Trachelospermum axillare
C00000606 | Trachelospermum foetidum
C00000606 | Trachelospermum gracilipes
C00000606 | Trachelospermum jasminoides
C00000606 | Trachelospermum liukiuense
C00000609 | Trachelospermum asiaticum
C00000609 | Trachelospermum asiaticum var. intermedium
C00000609 | Trachelospermum axillare
C00000609 | Trachelospermum foetidum
C00000609 | Trachelospermum gracilipes
C00000609 | Trachelospermum jasminoides
C00000609 | Trachelospermum liukiuense
C00001017 | Trachelospermum asiaticum var.intermedium
C00001741 | Trachelospermum jasminoides
C00001786 | Trachelospermum jasminoides
C00002682 | Trachelospermum asiaticum
C00002724 | Trachelospermum asiaticum var.intermedium
C00004157 | Trachelospermum asiaticum var.intermedium
C00004276 | Trachelospermum jasminoides
C00004283 | Trachelospermum asiaticum var.intermedium
C00005140 | Trachelospermum asiaticum var.intermedium
C00005374 | Trachelospermum asiaticum var.intermedium
C00007203 | Trachelospermum asiaticum var. intermedium
C00007203 | Trachelospermum axillare
C00008699 | Trachelospermum jasminoides
C00025223 | Trachelospermum jasminoides
C00029948 | Trachelospermum asiaticum var.intermedium
C00032370 | Trachelospermum asiaticum var.intermedium
C00032370 | Trachelospermum jasminoides
C00001673 | Vallesia dichotoma
C00001673 | Vallesia glabra
C00001681 | Vallesia spp.
C00024452 | Vallesia glabra
C00024463 | Vallesia glabra
C00024492 | Vallesia glabra
C00024536 | Vallesia glabra
C00024595 | Vallesia glabra
C00024609 | Vallesia dichotoma Ruiz.et Pav.
C00024609 | Vallesia glabra
C00025056 | Vallesia dichotoma
C00000091 | Vinca rosea
C00000096 | Vinca rosea
C00001678 | Vinca rosea
C00001680 | Vinca erecta Rgl.et Schmalh.
C00001680 | Vinca herbacea Waldst.et Kit.
C00001681 | Vinca spp.
C00001682 | Vinca erecta Rgl.et Schmalh.
C00001682 | Vinca herbacea Waldst.et Kit.
C00001682 | Vinca major L.
C00001683 | Vinca rosea
C00001688 | Vinca erecta Rgl.et Schmalh.
C00001703 | Vinca pubescens
C00001703 | Vinca sardoa
C00001704 | Vinca rosea
C00001705 | Vinca rosea
C00001713 | Vinca erecta Rgl.et Schmalh.
C00001714 | Vinca minor
C00001743 | Vinca rosea
C00001744 | Vinca rosea
C00001761 | Vinca erecta
C00001769 | Vinca herbacea
C00001769 | Vinca major
C00001769 | Vinca rosea
C00001773 | Vinca herbacea Waldst.et Kit.
C00001781 | Vinca rosea
C00001782 | Vinca erecta Rgl.et Schmalh.
C00001782 | Vinca herbacea Waldst.et Kit.
C00001782 | Vinca major
C00001782 | Vinca minor
C00001783 | Vinca minor L.
C00001783 | Vinca rosea
C00001784 | Vinca pusilla
C00001784 | Vinca rosea
C00002198 | Vinca erecta Rgl.et Schmalh.
C00002198 | Vinca herbacea Waldst.et Kit.
C00002631 | Vinca major var. variegata
C00002631 | Vinca minor
C00003077 | Vinca spp.
C00004361 | Vinca truncatula
C00005225 | Vinca major
C00005461 | Vinca minor
C00005747 | Vinca minor
C00006703 | Vinca major
C00006714 | Vinca major
C00010605 | Vinca rosea
C00024281 | Vinca libanotica
C00024286 | Vinca elegantissima var Vinca major
C00024286 | Vinca major L.
C00024286 | Vinca mijor
C00024291 | Vinca minor
C00024296 | Vinca difformis
C00024296 | Vinca major
C00024307 | Vinca major
C00024311 | Vinca major
C00024323 | Vinca major
C00024329 | Vinca erecta
C00024329 | Vinca herbacea
C00024329 | Vinca major
C00024333 | Vinca erecta
C00024333 | Vinca major
C00024333 | Vinca pubescens
C00024335 | Vinca difformis
C00024335 | Vinca herbacea
C00024335 | Vinca libanotica
C00024335 | Vinca major
C00024335 | Vinca media
C00024337 | Vinca major
C00024339 | Vinca erecta
C00024339 | Vinca major
C00024454 | Vinca erecta Rgl.et Schmalh.
C00024454 | Vinca herbacea
C00024459 | Vinca erecta
C00024459 | Vinca minor L.
C00024482 | Vinca herbacea
C00024482 | Vinca minor
C00024531 | Vinca erecta
C00024543 | Vinca erecta Rgl.et Schmalh.
C00024558 | Vinca erecta Rgl.et Schmalh.
C00024584 | Vinca sardoa
C00024611 | Vinca minor L.
C00024619 | Vinca sardoa
C00025041 | Vinca minor
C00025042 | Vinca minor
C00025057 | Vinca pusilla
C00025061 | Vinca minor
C00025062 | Vinca minor
C00025069 | Vinca minor
C00025070 | Vinca minor
C00025183 | Vinca erecta Rgl.et Schmalh.
C00025193 | Vinca difformis
C00025193 | Vinca erecta Rgl.et Schmalh.
C00025196 | Vinca erecta Rgl.et Schmalh.
C00025202 | Vinca erecta Rgl.et Schmalh.
C00025690 | Vinca difformis
C00025912 | Vinca rosea L.
C00025945 | Vinca minor L.
C00025960 | Vinca erecta Rgl.et Schmalh.
C00026009 | Vinca rosea L.
C00026077 | Vinca erecta Rgl.et Schmalh.
C00027069 | Vinca rosea L.
C00027075 | Vinca minor L.
C00027094 | Vinca minor L.
C00035756 | Vinca minor L.
C00049103 | Vinca sardoa
C00049185 | Vinca herbacea Waldst.et Kit.
C00049185 | Vinca major L.
C00049185 | Vinca sardoa
C00049218 | Vinca major L.
C00049218 | Vinca sardoa
C00049285 | Vinca sardoa
C00002367 | Vincetoxicum officinale
C00005383 | Vincetoxicum officinale
C00005428 | Vincetoxicum officinale
C00001681 | Voacanga spp.
C00001698 | Voacanga spp.
C00001741 | Voacanga thouarsii
C00001773 | Voacanga africana
C00001785 | Voacanga africana
C00001785 | Voacanga globosa
C00001785 | Voacanga grandiflora
C00001785 | Voacanga papuana
C00001785 | Voacanga thouarsii
C00001786 | Voacanga africana
C00001787 | Voacanga africana Stapf.
C00001787 | Voacanga obtusa
C00001787 | Voacanga spp.
C00024279 | Voacanga africana
C00024457 | Voacanga africana
C00024459 | Voacanga africana
C00024619 | Voacanga africana Stapf.
C00025045 | Voacanga chalotiana
C00025046 | Voacanga chalotiana
C00025223 | Voacanga africana Stapf.
C00025223 | Voacanga dregei
C00025224 | Voacanga africana Stapf.
C00025225 | Voacanga africana Stapf.
C00025226 | Voacanga chalotiana Pierre et Stapf.
C00025227 | Voacanga africana Stapf.
C00025228 | Voacanga africana Stapf.
C00025859 | Voacanga dregei
C00026078 | Voacanga africana Stapf.
C00026078 | Voacanga papuana
C00026079 | Voacanga africana Stapf.
C00026687 | Voacanga chalotiana Pierre et Stapf.
C00040643 | Voacanga chalotiana Pierre et Stapf.
C00002243 | Wrightia tomentosa
C00019430 | Wrightia tomentosa
C00028718 | Wrightia tomentosa
C00032515 | Wrightia javanica DC
C00032516 | Wrightia javanica DC
