C00002399 | Abrotanella spp.
C00016967 | Petasites japonicus
C00016975 | Petasites albus
C00016975 | Petasites kablikianus
C00016975 | Petasites officinalis L.
C00016975 | Petasites spp.
C00016989 | Petasites spurius
C00016991 | Petasites hybridus
C00017003 | Petasites japonicus
C00017004 | Petasites hybridus
C00017005 | Petasites japonica
C00017005 | Petasites japonicus
C00017007 | Petasites fragrans
C00017009 | Petasites fragrans
C00017010 | Petasites fragrans
C00017012 | Petasites fragrans
C00017015 | Petasites japonicus
C00017018 | Petasites japonicus
C00017306 | Petasites japonicus
C00017338 | Petasites albus
C00017338 | Petasites japonicus
C00017338 | Petasites spurius
C00017346 | Petasites officianalis
C00017349 | Petasites japonicus
C00017350 | Petasites japonica
C00017350 | Petasites japonicus
C00017353 | Petasites japonicus
C00017363 | Petasites kablikianus
C00017363 | Petasites paradoxus
C00017364 | Petasites japonicus
C00017368 | Petasites albus
C00017368 | Petasites japonicus
C00017368 | Petasites spurius
C00017370 | Petasites albus
C00017370 | Petasites spurius
C00017371 | Petasites japonicus
C00017372 | Petasites japonicus
C00017376 | Petasites hybridus
C00017400 | Petasites albus
C00017400 | Petasites officianalis
C00017401 | Petasites albus
C00017401 | Petasites officianalis
C00017402 | Petasites officianalis
C00017403 | Petasites officianalis
C00017404 | Petasites albus
C00017404 | Petasites japonicus
C00017409 | Petasites hybridus
C00020238 | Petasites palmatus
C00020246 | Petasites palmatus
C00021352 | Petasites japonica
C00021352 | Petasites japonicus
C00021353 | Petasites japonicus
C00021354 | Petasites japonicus
C00021355 | Petasites japonicus
C00021356 | Petasites japonicus
C00021357 | Petasites japonicus
C00021850 | Petasites japonicus
C00030970 | Petasites formosanus KITAMURA
C00030971 | Petasites formosanus KITAMURA
C00035251 | Petasites tricholobus
C00035364 | Petasites tricholobus
C00035365 | Petasites tricholobus
C00035375 | Petasites tricholobus
C00037617 | Petasites hybridus
C00038576 | Petasites formosanus
C00038577 | Petasites formosanus
C00038961 | Petasites formosanus
C00041531 | Petasites japonicus
C00049151 | Petasites japonicus
C00049152 | Petasites japonicus
C00049153 | Petasites japonicus
C00049154 | Petasites japonicus
C00049155 | Petasites japonicus
C00049156 | Petasites japonicus
C00049157 | Petasites japonicus
C00049313 | Petasites japonicus
C00050185 | Petasites formosanus
C00050186 | Petasites formosanus
C00050187 | Petasites formosanus
C00050236 | Petasites formosanus
C00050978 | Petasites japonicus
C00050978 | Petasites kablikianus
C00050978 | Petasites officinalis
C00051748 | Petasites hybridus
C00011789 | Peucephyllum schottii
C00002853 | Phagnalon sordidum
C00003934 | Phoebanthus tenuifolius
C00011496 | Phymaspermum parvifolium
C00004736 | Picnomon acarna
C00013633 | Picnomon acarna
C00012413 | Picradeniopsis woodhousei
C00013195 | Picradeniopsis woodhousei
C00013196 | Picradeniopsis woodhousei
C00020877 | Picradeniopsis woodhousei
C00000674 | Picris cyanocarpa
C00000674 | Picris kamtschatica
C00003247 | Picris cyanocarpa Boiss.
C00003247 | Picris hieracioides L.var.japonica Regel
C00003247 | Picris kamtschatka Ledeb.
C00003248 | Picris koreana (Kitam.) Vorosch.
C00003311 | Picris hieracioides L.Var.Japonica Regel.
C00003363 | Picris koreana (Kitam.) Vorosch.
C00003817 | Picris cyanocarpa
C00003817 | Picris kamtschatica
C00012186 | Picris hieracioides
C00012186 | Picris hieracioides L.var.japonica Regel
C00012204 | Picris hieracioides
C00012204 | Picris hieracioides L.var.japonica Regel
C00012204 | Picris kamtschatica
C00012965 | Picris aculeata
C00013001 | Picris aculeata
C00013038 | Picris koreana (Kitam.) Vorosch.
C00020548 | Picris evae Lack
C00020548 | Picris hieracioides L.var.japonica Regel
C00020548 | Picris kamtschatka Ledeb.
C00020548 | Picris koreana (Kitam.) Vorosch.
C00020548 | Picris pauciflora Willd
C00020577 | Picris hieracioides
C00020577 | Picris hieracioides L.var.japonica Regel
C00020579 | Picris hieracioides
C00020579 | Picris hieracioides L.var.japonica Regel
C00020580 | Picris hieracioides
C00020580 | Picris hieracioides L.var.japonica Regel
C00020803 | Picris evae Lack
C00020807 | Picris cyanocarpa Boiss.
C00020807 | Picris hieracioides L.s.str.
C00020807 | Picris hieracioides L.var.japonica Regel
C00020807 | Picris kamtschatica
C00020807 | Picris kamtschatka Ledeb.
C00020809 | Picris hieracioides L.Var.Japonica Regel.
C00020817 | Picris koreana (Kitam.) Vorosch.
C00020830 | Picris koreana (Kitam.) Vorosch.
C00020840 | Picris hieracioides
C00020840 | Picris hieracioides L.var.japonica Regel
C00020841 | Picris hieracioides
C00020841 | Picris hieracioides L.var.japonica Regel
C00020999 | Picris kamtschatka Ledeb.
C00021685 | Picris hieracioides L.s.str.
C00021685 | Picris kamtschatka Ledeb.
C00021685 | Picris koreana (Kitam.) Vorosch.
C00021685 | Picris pauciflora Willd
C00029376 | Picris hieracioides L.var.japonica Regel
C00029376 | Picris koreana (Kitam.) Vorosch.
C00029376 | Picris pauciflora Willd
C00030133 | Picris kamtschatica
C00032170 | Picris koreana (Kitam.) Vorosch.
C00033643 | Picris evae Lack
C00033643 | Picris kamtschatka Ledeb.
C00033732 | Picris hieracioides L.var.japonica Regel
C00034223 | Picris evae Lack
C00034223 | Picris kamtschatka Ledeb.
C00003749 | Piptocarpha paradoxa
C00012121 | Piptocarpha chontalensis
C00012122 | Piptocarpha chontalensis
C00012123 | Piptocarpha chontalensis
C00012124 | Piptocarpha chontalensis
C00012125 | Piptocarpha chontalensis
C00012126 | Piptocarpha chontalensis
C00021902 | Piptocarpha paradoxa
C00012303 | Piptolepis leptospermoides
C00012305 | Piptolepis ericoides
C00003055 | Piqueria trinervia
C00037654 | Piqueria trinervia
C00037951 | Piqueria trinervia
C00002079 | Pittocaulon velatum
C00002092 | Pittocaulon filare
C00002092 | Pittocaulon praecox
C00002092 | Pittocaulon velatum
C00002105 | Pittocaulon bombycophole
C00002105 | Pittocaulon hintonii
C00002107 | Pittocaulon praecox
C00002116 | Pittocaulon filare
C00002116 | Pittocaulon praecox
C00002116 | Pittocaulon velatum
C00002119 | Pittocaulon bombycophole
C00002119 | Pittocaulon filare
C00002119 | Pittocaulon hintonii
C00002119 | Pittocaulon praecox
C00002119 | Pittocaulon velatum
C00026169 | Pittocaulon filare
C00026211 | Pittocaulon hintonii
C00026215 | Pittocaulon bombycophole
C00026215 | Pittocaulon filare
C00026217 | Pittocaulon hintonii
C00033587 | Pittocaulon bombycophole
C00033587 | Pittocaulon filare
C00033587 | Pittocaulon hintonii
C00033612 | Pittocaulon filare
C00033612 | Pittocaulon hintonii
C00034076 | Pittocaulon praecox
C00012203 | Platycarpha glomerata
C00007078 | Pleiotaxis spp.
C00007081 | Pleiotaxis sp.
C00007086 | Pleiotaxis sp.
C00020594 | Pleiotaxis rugosa
C00020595 | Pleiotaxis rugosa
C00003149 | Pleocarphus revolutus
C00003835 | Pleocarphus revolutus
C00020355 | Pleocarphus revolutus
C00020369 | Pleocarphus revolutus
C00020398 | Pleocarphus revolutus
C00002631 | Pluchea indica
C00002751 | Pluchea sagittalis
C00002782 | Pluchea symphytifolia
C00003119 | Pluchea odorata
C00003672 | Pluchea sericea
C00003674 | Pluchea indica Less.
C00004574 | Pluchea chingoyo
C00004599 | Pluchea odorata
C00004639 | Pluchea sericea
C00004694 | Pluchea sagittalis
C00004789 | Pluchea sagittalis
C00004947 | Pluchea dioscorides
C00004959 | Pluchea dioscorides
C00004968 | Pluchea dioscorides
C00004970 | Pluchea dioscorides
C00007190 | Pluchea indica
C00007190 | Pluchea quitoc
C00010853 | Pluchea odorata
C00012201 | Pluchea indica
C00012696 | Pluchea odorata
C00012697 | Pluchea arguta
C00012702 | Pluchea arguta
C00012823 | Pluchea arguta
C00012840 | Pluchea dioscorides
C00012857 | Pluchea chingoyo
C00012858 | Pluchea foetida
C00012859 | Pluchea arguta
C00012860 | Pluchea arguta
C00012988 | Pluchea dioscorides
C00013222 | Pluchea arguta
C00017292 | Pluchea sericea
C00017293 | Pluchea sericea
C00032288 | Pluchea sericea
C00035496 | Pluchea arguta
C00038163 | Pluchea sericea
C00038611 | Pluchea sericea
C00043546 | Pluchea arabica
C00043547 | Pluchea arabica
C00003300 | Podachaenium eminens
C00003397 | Podachaenium eminens
C00042486 | Podachaenium eminens
C00042487 | Podachaenium eminens
C00003260 | Podanthus ovalifolium
C00003260 | Podanthus ovatifolius
C00003261 | Podanthus mitiqui
C00003261 | Podanthus ovalifolium
C00003261 | Podanthus ovatifolius
C00003343 | Podanthus mitiqui
C00003343 | Podanthus ovatifolius
C00011865 | Podanthus ovalifolium
C00011865 | Podanthus ovatifolius
C00012983 | Podanthus mitiqui
C00013427 | Podanthus ovalifolium
C00011670 | Podolepis rugata
C00011672 | Podolepis rugata
C00011674 | Podolepis rugata
C00000982 | Polymnia fruticosa
C00000999 | Polymnia fruticosa
C00002699 | Polymnia sonchifolia
C00004694 | Polymnia fruticosa
C00011830 | Polymnia maculata
C00011831 | Polymnia maculata
C00011832 | Polymnia uvedalia
C00011878 | Polymnia maculata
C00022704 | Polymnia sonchifolia
C00000805 | Porophyllum gracile
C00000805 | Porophyllum ruderale
C00000823 | Porophyllum ruderale
C00000853 | Porophyllum ruderale
C00010833 | Porophyllum riedelii
C00010834 | Porophyllum riedelii
C00010835 | Porophyllum riedelii
C00010836 | Porophyllum riedelii
C00030959 | Porophyllum gracile
C00030959 | Porophyllum ruderale
C00031258 | Porophyllum gracile
C00031258 | Porophyllum ruderale
C00042177 | Porophyllum gracile
C00042177 | Porophyllum ruderale
C00042393 | Porophyllum ruderale
C00042579 | Porophyllum gracile
C00042579 | Porophyllum ruderale
C00021746 | Proustia pyrifolia
C00021748 | Proustia pyrifolia
C00017423 | Psacalium radulifolium
C00017495 | Psacalium radulifolium
C00017498 | Psacalium radulifolium
C00045896 | Psacalium radulifolium
C00046201 | Psacalium radulifolium
C00046231 | Psacalium radulifolium
C00046346 | Psacalium radulifolium
C00046347 | Psacalium radulifolium
C00046348 | Psacalium radulifolium
C00011713 | Pseudobrickellia brasiliensis
C00004534 | Pseudognaphalium cheiranthifolium
C00004537 | Pseudognaphalium cheiranthifolium
C00004544 | Pseudognaphalium cheiranthifolium
C00004586 | Pseudognaphalium cheiranthifolium
C00004589 | Pseudognaphalium cheiranthifolium
C00004589 | Pseudognaphalium vira vira
C00004670 | Pseudognaphalium luteoalbum
C00004799 | Pseudognaphalium luteoalbum
C00013544 | Pseudognaphalium cheiranthifolium
C00013544 | Pseudognaphalium robustum
C00013547 | Pseudognaphalium cheiranthifolium
C00013547 | Pseudognaphalium robustum
C00023323 | Pseudognaphalium cheiranthifolium
C00003883 | Psiadia punctulata
C00003950 | Psiadia arabica
C00003950 | Psiadia punctulata
C00003964 | Psiadia arabica
C00003978 | Psiadia arabica
C00004081 | Psiadia arabica
C00004596 | Psiadia dentata
C00004615 | Psiadia trinervia
C00004640 | Psiadia dentata
C00004735 | Psiadia trinervia
C00004740 | Psiadia trinervia
C00013343 | Psiadia punctulata
C00013344 | Psiadia punctulata
C00013345 | Psiadia punctulata
C00013369 | Psiadia punctulata
C00022312 | Psiadia altissima
C00050969 | Psiadia dentata
C00003383 | Psilostrophe villosa
C00021107 | Psilostrophe cooperi
C00021201 | Psilostrophe cooperi
C00000615 | Pterocaulon virgatum
C00001031 | Pterocaulon sphacelatum
C00002499 | Pterocaulon virgatum
C00002724 | Pterocaulon virgatum
C00002751 | Pterocaulon virgatum
C00004647 | Pterocaulon virgatum
C00004678 | Pterocaulon purpurascens
C00004685 | Pterocaulon purpurascens
C00004686 | Pterocaulon purpurascens
C00004696 | Pterocaulon purpurascens
C00008615 | Pterocaulon virgatum
C00008636 | Pterocaulon alopecuroides
C00008636 | Pterocaulon virgatum
C00019845 | Pterocaulon alopecuroides
C00019846 | Pterocaulon alopecuroides
C00019962 | Pterocaulon virgatum
C00020018 | Pterocaulon purpurascens
C00021310 | Pterocaulon virgatum
C00039428 | Pterocaulon virgatum
C00039451 | Pterocaulon virgatum
C00040827 | Pterocaulon serrulatum
C00044069 | Pterocaulon virgatum
C00044381 | Pterocaulon virgatum
C00003110 | Pteronia eenii
C00003131 | Pteronia eenii
C00003927 | Pteronia incana
C00003932 | Pteronia incana
C00022039 | Pteronia divaricata
C00022048 | Pteronia divaricata
C00022128 | Pteronia eenii
C00022129 | Pteronia eenii
C00022130 | Pteronia eenii
C00022536 | Pteronia incana
C00022556 | Pteronia eenii
C00022556 | Pteronia incana
C00022557 | Pteronia eenii
C00022557 | Pteronia incana
C00022558 | Pteronia divaricata
C00022558 | Pteronia eenii
C00022558 | Pteronia incana
C00022559 | Pteronia eenii
C00022560 | Pteronia eenii
C00022561 | Pteronia eenii
C00022564 | Pteronia incana
C00022565 | Pteronia incana
C00022566 | Pteronia eenii
C00022567 | Pteronia eenii
C00022568 | Pteronia eenii
C00022569 | Pteronia eenii
C00022570 | Pteronia eenii
C00022571 | Pteronia incana
C00022572 | Pteronia incana
C00022573 | Pteronia eenii
C00022574 | Pteronia incana
C00022575 | Pteronia eenii
C00022575 | Pteronia incana
C00022576 | Pteronia incana
C00022577 | Pteronia eenii
C00022578 | Pteronia paniculata
C00022579 | Pteronia paniculata
C00022580 | Pteronia paniculata
C00022581 | Pteronia paniculata
C00022582 | Pteronia paniculata
C00022583 | Pteronia paniculata
C00022584 | Pteronia eenii
C00022585 | Pteronia eenii
C00022586 | Pteronia paniculata
C00022587 | Pteronia paniculata
C00022588 | Pteronia paniculata
C00022589 | Pteronia paniculata
C00022591 | Pteronia camphorata
C00011649 | Ptilostemon chamaepeuce
C00020594 | Ptilostemon diacanthus
C00000677 | Pulicaria undulata
C00001031 | Pulicaria dysenterica
C00003674 | Pulicaria canariensis
C00003834 | Pulicaria dysenterica
C00003839 | Pulicaria paludosa
C00003878 | Pulicaria paludosa
C00004597 | Pulicaria dysenterica
C00004597 | Pulicaria parthenium
C00004634 | Pulicaria dysenterica
C00004635 | Pulicaria dysenterica
C00004635 | Pulicaria gnaphaloides
C00004644 | Pulicaria arabica
C00004648 | Pulicaria canariensis
C00004685 | Pulicaria spp.
C00004688 | Pulicaria gnaphaloides
C00004691 | Pulicaria arabica
C00004692 | Pulicaria gnaphaloides
C00004693 | Pulicaria gnaphaloides
C00004696 | Pulicaria dysenterica
C00004702 | Pulicaria arabica
C00004704 | Pulicaria gnaphaloides
C00004707 | Pulicaria dysenterica
C00004710 | Pulicaria arabica
C00005312 | Pulicaria dysenterica
C00005413 | Pulicaria salviifolia
C00008556 | Pulicaria undulata
C00008577 | Pulicaria undulata
C00008581 | Pulicaria undulata
C00010866 | Pulicaria dysenterica
C00010942 | Pulicaria undulata
C00010944 | Pulicaria mauritanica
C00011699 | Pulicaria glutinosa
C00011700 | Pulicaria glutinosa
C00012499 | Pulicaria scabra
C00012812 | Pulicaria gnaphalodes
C00013204 | Pulicaria crispa
C00013353 | Pulicaria dysenterica
C00013354 | Pulicaria dysenterica
C00020184 | Pulicaria paludosa
C00020364 | Pulicaria paludosa
C00021100 | Pulicaria crispa
C00021209 | Pulicaria paludosa
C00021830 | Pulicaria dysenterica
C00021838 | Pulicaria paludosa
C00021839 | Pulicaria paludosa
C00030200 | Pulicaria canariensis
C00042879 | Pulicaria canariensis
C00042880 | Pulicaria canariensis
C00042881 | Pulicaria canariensis
C00042882 | Pulicaria canariensis
C00042883 | Pulicaria canariensis
C00042884 | Pulicaria canariensis
C00042885 | Pulicaria canariensis
C00042886 | Pulicaria canariensis
C00042887 | Pulicaria canariensis
C00042888 | Pulicaria canariensis
C00042889 | Pulicaria canariensis
C00042890 | Pulicaria canariensis
C00042891 | Pulicaria canariensis
C00001050 | Ratibida columnaris
C00011381 | Ratibida columnifera
C00016960 | Ratibida latipalearis
C00021714 | Ratibida columnifera
C00021715 | Ratibida columnifera
C00021716 | Ratibida columnifera
C00021717 | Ratibida columnifera
C00020810 | Reichardia crystallina (Sch.Bip.ex Webb & Berthault) Bramwell
C00020811 | Reichardia crystallina (Sch.Bip.ex Webb & Berthault) Bramwell
C00020817 | Reichardia crystallina (Sch.Bip.ex Webb & Berthault) Bramwell
C00020817 | Reichardia tingitana (L.) Roth
C00033598 | Reichardia gaditana (Willk.) Coutinho
C00023447 | Relhania acerosa
C00000152 | Rhaponticum carthamoides
C00000206 | Rhaponticum carthamoides
C00000207 | Rhaponticum carthamoides
C00000615 | Rhaponticum carthamoides
C00000674 | Rhaponticum carthamoides
C00000805 | Rhaponticum carthamoides
C00000816 | Rhaponticum carthamoides
C00000823 | Rhaponticum carthamoides
C00000856 | Rhaponticum carthamoides
C00000960 | Rhaponticum carthamoides
C00000968 | Rhaponticum carthamoides
C00002374 | Rhaponticum carthamoides
C00002378 | Rhaponticum carthamoides
C00002647 | Rhaponticum carthamoides
C00002648 | Rhaponticum carthamoides
C00002668 | Rhaponticum carthamoides
C00002674 | Rhaponticum carthamoides
C00002682 | Rhaponticum carthamoides
C00002724 | Rhaponticum carthamoides
C00002729 | Rhaponticum carthamoides
C00002743 | Rhaponticum carthamoides
C00002776 | Rhaponticum carthamoides
C00003110 | Rhaponticum carthamoides
C00003118 | Rhaponticum carthamoides
C00003181 | Rhaponticum carthamoides
C00003186 | Rhaponticum carthamoides
C00003643 | Rhaponticum carthamoides
C00003651 | Rhaponticum carthamoides
C00003655 | Rhaponticum carthamoides
C00003666 | Rhaponticum carthamoides
C00003817 | Rhaponticum carthamoides
C00004565 | Rhaponticum carthamoides
C00004593 | Rhaponticum carthamoides
C00004635 | Rhaponticum carthamoides
C00004639 | Rhaponticum carthamoides
C00004677 | Rhaponticum carthamoides
C00004680 | Rhaponticum carthamoides
C00005307 | Rhaponticum carthamoides
C00005374 | Rhaponticum carthamoides
C00005379 | Rhaponticum carthamoides
C00005382 | Rhaponticum carthamoides
C00005529 | Rhaponticum carthamoides
C00007453 | Rhaponticum carthamoides
C00012011 | Rhaponticum carthamoides
C00021227 | Rhaponticum carthamoides
C00021230 | Rhaponticum carthamoides
C00021283 | Rhaponticum carthamoides
C00021310 | Rhaponticum carthamoides
C00021859 | Rhaponticum carthamoides
C00021877 | Rhaponticum carthamoides
C00029671 | Rhaponticum carthamoides
C00030807 | Rhaponticum carthamoides
C00030933 | Rhaponticum carthamoides
C00032163 | Rhaponticum carthamoides
C00033543 | Rhaponticum carthamoides
C00039714 | Rhaponticum carthamoides
C00041169 | Rhaponticum carthamoides
C00041214 | Rhaponticum carthamoides
C00045167 | Rhaponticum carthamoides
C00045173 | Rhaponticum carthamoides
C00048241 | Rhaponticum carthamoides
C00048252 | Rhaponticum carthamoides
C00048253 | Rhaponticum carthamoides
C00048256 | Rhaponticum carthamoides
C00048262 | Rhaponticum carthamoides
C00048264 | Rhaponticum carthamoides
C00048266 | Rhaponticum carthamoides
C00048267 | Rhaponticum carthamoides
C00048269 | Rhaponticum carthamoides
C00048270 | Rhaponticum carthamoides
C00048271 | Rhaponticum carthamoides
C00048272 | Rhaponticum carthamoides
C00048286 | Rhaponticum carthamoides
C00048292 | Rhaponticum carthamoides
C00048297 | Rhaponticum carthamoides
C00048318 | Rhaponticum carthamoides
C00048320 | Rhaponticum carthamoides
C00048346 | Rhaponticum carthamoides
C00048347 | Rhaponticum carthamoides
C00048348 | Rhaponticum carthamoides
C00048349 | Rhaponticum carthamoides
C00048376 | Rhaponticum carthamoides
C00048377 | Rhaponticum carthamoides
C00048428 | Rhaponticum carthamoides
C00048429 | Rhaponticum carthamoides
C00048430 | Rhaponticum carthamoides
C00048431 | Rhaponticum carthamoides
C00048439 | Rhaponticum carthamoides
C00048469 | Rhaponticum carthamoides
C00048470 | Rhaponticum carthamoides
C00048475 | Rhaponticum carthamoides
C00048480 | Rhaponticum carthamoides
C00048514 | Rhaponticum carthamoides
C00048521 | Rhaponticum carthamoides
C00048522 | Rhaponticum carthamoides
C00048523 | Rhaponticum carthamoides
C00048528 | Rhaponticum carthamoides
C00048532 | Rhaponticum carthamoides
C00001151 | Robinsonecio gerberifolius
C00002698 | Robinsonecio gerberifolius
C00003672 | Robinsonecio gerberifolius
C00003674 | Robinsonecio gerberifolius
C00019308 | Robinsonecio gerberifolius
C00005525 | Robinsonia gracilis
C00005530 | Robinsonia gracilis
C00008709 | Robinsonia gracilis
C00012225 | Rolandra fruticosa
C00012226 | Rolandra fruticosa
C00012395 | Rolandra fruticosa
C00012396 | Rolandra fruticosa
C00031300 | Roldana barba-johannis
C00031301 | Roldana barba-johannis
C00031302 | Roldana barba-johannis
C00041340 | Roldana angulifolia
C00041341 | Roldana angulifolia
C00041342 | Roldana angulifolia
C00041343 | Roldana angulifolia
C00001104 | Rudbeckia bicolor
C00004599 | Rudbeckia serotina
C00004677 | Rudbeckia hirta
C00004688 | Rudbeckia hirta
C00004697 | Rudbeckia serotina
C00005328 | Rudbeckia bicolor
C00005644 | Rudbeckia hirta
C00005664 | Rudbeckia hirta
C00012470 | Rudbeckia laciniata
C00012837 | Rudbeckia grandiflora
C00012948 | Rudbeckia laciniata
C00021093 | Rudbeckia mollis
C00021094 | Rudbeckia mollis
C00021095 | Rudbeckia mollis
C00021096 | Rudbeckia mollis
C00021144 | Rudbeckia grandiflora
C00021155 | Rudbeckia grandiflora
C00042659 | Rudbeckia laciniata
C00023174 | Rutidosis murchisonii
C00023380 | Rutidosis murchisonii
C00000136 | Santolina corsica Jordan et Fourr
C00000149 | Santolina corsica Jordan et Fourr
C00000149 | Santolina rosmarinifolia subsp. canescens
C00000356 | Santolina corsica Jordan et Fourr
C00000358 | Santolina corsica Jordan et Fourr
C00000805 | Santolina corsica Jordan et Fourr
C00000816 | Santolina corsica Jordan et Fourr
C00000839 | Santolina corsica Jordan et Fourr
C00000843 | Santolina corsica Jordan et Fourr
C00000853 | Santolina corsica Jordan et Fourr
C00000861 | Santolina corsica Jordan et Fourr
C00001017 | Santolina chamaecyperissus
C00002740 | Santolina corsica Jordan et Fourr
C00003047 | Santolina corsica Jordan et Fourr
C00003061 | Santolina corsica Jordan et Fourr
C00003650 | Santolina rosmarinifolia subsp. canescens
C00003817 | Santolina chamaecyperissus
C00004144 | Santolina chamaecyperissus
C00004266 | Santolina chamaecyperissus
C00004268 | Santolina chamaecyperissus
C00004338 | Santolina chamaecyperissus
C00005655 | Santolina chamaecyparissus
C00010352 | Santolina chamaecyparissus
C00010353 | Santolina corsica Jordan et Fourr
C00010362 | Santolina corsica Jordan et Fourr
C00010368 | Santolina corsica Jordan et Fourr
C00010371 | Santolina corsica Jordan et Fourr
C00010373 | Santolina corsica Jordan et Fourr
C00010385 | Santolina chamaecyparissus
C00010385 | Santolina corsica Jordan et Fourr
C00010860 | Santolina chamaecyparissus
C00010872 | Santolina corsica Jordan et Fourr
C00011370 | Santolina oblongifolia
C00011371 | Santolina oblongifolia
C00011372 | Santolina oblongifolia
C00011431 | Santolina oblongifolia
C00011432 | Santolina oblongifolia
C00011433 | Santolina oblongifolia
C00011607 | Santolina rosmarinifolia subsp. canescens
C00011617 | Santolina rosmarinifolia subsp. canescens
C00011708 | Santolina rosmarinifolia subsp. canescens
C00012425 | Santolina corsica Jordan et Fourr
C00012483 | Santolina corsica Jordan et Fourr
C00012765 | Santolina rosmarinifolia subsp. canescens
C00012773 | Santolina rosmarinifolia subsp. canescens
C00020250 | Santolina oblongifolia
C00021229 | Santolina corsica Jordan et Fourr
C00029339 | Santolina corsica Jordan et Fourr
C00029544 | Santolina corsica Jordan et Fourr
C00029674 | Santolina corsica Jordan et Fourr
C00030346 | Santolina corsica Jordan et Fourr
C00031258 | Santolina corsica Jordan et Fourr
C00034387 | Santolina corsica Jordan et Fourr
C00034452 | Santolina corsica Jordan et Fourr
C00034465 | Santolina corsica Jordan et Fourr
C00034502 | Santolina corsica Jordan et Fourr
C00034552 | Santolina corsica Jordan et Fourr
C00034575 | Santolina corsica Jordan et Fourr
C00034589 | Santolina corsica Jordan et Fourr
C00034590 | Santolina corsica Jordan et Fourr
C00034676 | Santolina corsica Jordan et Fourr
C00034726 | Santolina corsica Jordan et Fourr
C00047068 | Santolina viscosa
C00000010 | Saussurea gnaphaloides
C00000010 | Saussurea graminea
C00000010 | Saussurea involucrata
C00000010 | Saussurea lappa
C00000010 | Saussurea nigrescens
C00000010 | Saussurea parviflora
C00000010 | Saussurea phaeantha
C00000010 | Saussurea pulchella
C00000010 | Saussurea superba
C00000604 | Saussurea medusa
C00000609 | Saussurea candicans
C00000609 | Saussurea gossypiphora
C00000609 | Saussurea hieracioides
C00000609 | Saussurea medusa
C00000646 | Saussurea medusa
C00000674 | Saussurea medusa
C00000853 | Saussurea lappa
C00000856 | Saussurea muliensis
C00001017 | Saussurea medusa
C00002499 | Saussurea laniceps
C00002503 | Saussurea laniceps
C00002624 | Saussurea lappa
C00002631 | Saussurea medusa
C00002632 | Saussurea medusa
C00002698 | Saussurea laniceps
C00003040 | Saussurea lappa
C00003047 | Saussurea lappa
C00003051 | Saussurea lappa
C00003186 | Saussurea lappa
C00003240 | Saussurea lappa
C00003242 | Saussurea lappa
C00003243 | Saussurea amara
C00003245 | Saussurea lappa
C00003306 | Saussurea lappa
C00003363 | Saussurea lappa
C00003366 | Saussurea neopulchella
C00003366 | Saussurea puchella
C00003366 | Saussurea pulchella
C00003397 | Saussurea lappa
C00003672 | Saussurea laniceps
C00003672 | Saussurea muliensis
C00003674 | Saussurea lappa
C00003674 | Saussurea muliensis
C00003740 | Saussurea lappa
C00003749 | Saussurea lappa Clarke.
C00003757 | Saussurea lappa
C00003817 | Saussurea medusa
C00004149 | Saussurea medusa
C00004156 | Saussurea medusa
C00004266 | Saussurea medusa
C00004276 | Saussurea medusa
C00004282 | Saussurea medusa
C00004283 | Saussurea medusa
C00004338 | Saussurea medusa
C00004631 | Saussurea medusa
C00005373 | Saussurea medusa
C00005374 | Saussurea madusa
C00005413 | Saussurea gnaphaloides
C00005413 | Saussurea graminea
C00005413 | Saussurea involucrata
C00005413 | Saussurea nigrescens
C00005413 | Saussurea parviflora
C00005413 | Saussurea pulchella
C00005548 | Saussurea medusa
C00007190 | Saussurea medusa
C00007191 | Saussurea lappa
C00011507 | Saussurea lappa
C00012006 | Saussurea lappa
C00012168 | Saussurea lappa
C00012727 | Saussurea lappa
C00012737 | Saussurea lappa
C00012742 | Saussurea lappa
C00012743 | Saussurea lappa
C00012749 | Saussurea lappa
C00012893 | Saussurea lappa
C00013040 | Saussurea lappa
C00019420 | Saussurea laniceps
C00020443 | Saussurea elegans
C00020714 | Saussurea lappa
C00020799 | Saussurea involucrata
C00020845 | Saussurea affinis
C00021000 | Saussurea lappa
C00028801 | Saussurea muliensis
C00029390 | Saussurea medusa Maxim
C00029558 | Saussurea medusa
C00029816 | Saussurea lappa
C00029899 | Saussurea stella Maxim.
C00029948 | Saussurea medusa
C00031031 | Saussurea medusa
C00031500 | Saussurea lappa
C00032165 | Saussurea tridactyla var.maidugonla
C00032264 | Saussurea lappa
C00032265 | Saussurea lappa
C00034301 | Saussurea petrovii
C00035932 | Saussurea medusa
C00036308 | Saussurea lappa
C00036413 | Saussurea medusa Maxim
C00036424 | Saussurea medusa Maxim
C00037175 | Saussurea iappa
C00038247 | Saussurea muliensis
C00038262 | Saussurea stella Maxim.
C00038263 | Saussurea stella Maxim.
C00038264 | Saussurea stella Maxim.
C00040112 | Saussurea pulchella
C00040113 | Saussurea pulchella
C00040114 | Saussurea pulchella
C00040115 | Saussurea pulchella
C00040116 | Saussurea pulchella
C00040117 | Saussurea pulchella
C00040118 | Saussurea pulchella
C00042039 | Saussurea lappa
C00042040 | Saussurea lappa
C00044853 | Saussurea lappa
C00050576 | Saussurea lappa
C00050769 | Saussurea lappa
C00051202 | Saussurea lappa
C00051284 | Saussurea lappa
C00012724 | Schistostephium crataegifolium
C00012833 | Schistostephium crataegifolium
